"","x"
"12852",26
"12853",27
"12854",20
"12855",31
"12856",29
"12857",28
"12858",24
"12859",37
"12860",41
"12861",43
"12862",39
"12863",36
"12864",37
"12865",35
"12866",19
"12867",28
"12868",26
"12869",26
"12870",23
"12871",43
"12872",27
"12873",26
"12874",33
"12875",23
"12876",36
"12877",24
"12878",25
"12879",37
"12880",39
"12881",33
"12882",26
"12883",22
"12884",54
"12885",30
"12886",27
"12887",44
"12888",46
"12889",36
"12890",47
"12891",29
"12892",31
"12893",35
"12894",25
"12895",30
"12896",26
"12897",42
"12898",26
"12899",46
"12900",30
"12901",30
"12902",65
"12903",38
"12904",32
"12905",31
"12906",37
"12907",28
"12908",39
"12909",25
"12910",49
"12911",24
"12912",20
"12913",30
"12914",22
"12915",27
"12916",62
"12917",54
"12918",41
"12919",32
"12920",24
"12921",26
"12922",50
"12923",30
"12924",49
"12925",43
"12926",30
"12927",42
"12928",32
"12929",27
"12930",58
"12931",38
"12932",28
"12933",21
"12934",33
"12935",38
"12936",26
"12937",22
"12938",25
"12939",31
"12940",28
"12941",32
"12942",28
"12943",29
"12944",29
"12945",38
"12946",46
"12947",23
"12948",38
"12949",24
"12950",22
"12951",23
"12952",40
"12953",33
"12954",32
"12955",30
"12956",25
"12957",25
"12958",26
"12959",37
"12960",26
"12961",22
"12962",23
"12963",42
"12964",25
"12965",29
"12966",28
"12967",28
"12968",40
"12969",33
"12970",27
"12971",29
"12972",30
"12973",34
"12974",28
"12975",24
"12976",19
"12977",23
"12978",23
"12979",22
"12980",25
"12981",45
"12982",48
"12983",31
"12984",46
"12985",29
"12986",27
"12987",39
"12988",19
"12989",36
"12990",26
"12991",38
"12992",22
"12993",25
"12994",28
"12995",20
"12996",23
"12997",24
"12998",24
"12999",24
"13000",23
"13001",31
"13002",25
"13003",53
"13004",46
"13005",49
"13006",26
"13007",52
"13008",31
"13009",43
"13010",25
"13011",60
"13012",60
"13013",39
"13014",35
"13015",24
"13016",26
"13017",30
"13018",24
"13019",30
"13020",21
"13021",46
"13022",21
"13023",29
"13024",38
"13025",35
"13026",21
"13027",38
"13028",36
"13029",34
"13030",29
"13031",29
"13032",25
"13033",27
"13034",24
"13035",27
"13036",25
"13037",25
"13038",28
"13039",34
"13040",57
"13041",28
"13042",28
"13043",47
"13044",32
"13045",32
"13046",25
"13047",52
"13048",25
"13049",36
"13050",30
"13051",31
"13052",28
"13053",26
"13054",29
"13055",24
"13056",34
"13057",33
"13058",31
"13059",25
"13060",36
"13061",40
"13062",27
"13063",25
"13064",29
"13065",26
"13066",42
"13067",28
"13068",28
"13069",33
"13070",20
"13071",32
"13072",32
"13073",29
"13074",43
"13075",27
"13076",25
"13077",29
"13078",68
"13079",32
"13080",51
"13081",26
"13082",44
"13083",25
"13084",23
"13085",54
"13086",23
"13087",30
"13088",33
"13089",33
"13090",21
"13091",23
"13092",24
"13093",24
"13094",29
"13095",26
"13096",32
"13097",24
"13098",31
"13099",26
"13100",39
"13101",40
"13102",28
"13103",28
"13104",22
"13105",38
"13106",32
"13107",27
"13108",38
"13109",52
"13110",36
"13111",29
"13112",27
"13113",30
"13114",29
"13115",30
"13116",38
"13117",40
"13118",26
"13119",31
"13120",28
"13121",28
"13122",33
"13123",60
"13124",40
"13125",32
"13126",36
"13127",21
"13128",28
"13129",32
"13130",45
"13131",28
"13132",20
"13133",41
"13134",26
"13135",33
"13136",33
"13137",38
"13138",38
"13139",21
"13140",34
"13141",39
"13142",36
"13143",20
"13144",45
"13145",39
"13146",43
"13147",41
"13148",27
"13149",27
"13150",45
"13151",27
"13152",18
"13153",26
"13154",23
"13155",30
"13156",23
"13157",24
"13158",35
"13159",33
"13160",24
"13161",33
"13162",34
"13163",28
"13164",23
"13165",34
"13166",33
"13167",47
"13168",41
"13169",29
"13170",27
"13171",37
"13172",31
"13173",23
"13174",32
"13175",30
"13176",32
"13177",38
"13178",27
"13179",39
"13180",28
"13181",41
"13182",31
"13183",35
"13184",55
"13185",37
"13186",27
"13187",32
"13188",42
"13189",28
"13190",39
"13191",28
"13192",29
"13193",38
"13194",32
"13195",49
"13196",36
"13197",26
"13198",21
"13199",28
"13200",30
"13201",29
"13202",28
"13203",25
"13204",25
"13205",25
"13206",22
"13207",30
"13208",22
"13209",32
"13210",19
"13211",43
"13212",27
"13213",60
"13214",40
"13215",31
"13216",41
"13217",28
"13218",26
"13219",45
"13220",57
"13221",59
"13222",23
"13223",34
"13224",54
"13225",39
"13226",22
"13227",32
"13228",22
"13229",21
"13230",45
"13231",41
"13232",28
"13233",32
"13234",39
"13235",51
"13236",32
"13237",24
"13238",35
"13239",25
"13240",55
"13241",24
"13242",24
"13243",28
"13244",34
"13245",24
"13246",41
"13247",31
"13248",42
"13249",31
"13250",37
"13251",33
"13252",31
"13253",47
"13254",35
"13255",31
"13256",35
"13257",28
"13258",56
"13259",46
"13260",22
"13261",52
"13262",49
"13263",26
"13264",21
"13265",25
"13266",19
"13267",33
"13268",32
"13269",27
"13270",26
"13271",29
"13272",36
"13273",27
"13274",34
"13275",18
"13276",27
"13277",36
"13278",36
"13279",26
"13280",33
"13281",23
"13282",27
"13283",32
"13284",30
"13285",21
"13286",32
"13287",38
"13288",20
"13289",23
"13290",34
"13291",22
"13292",39
"13293",40
"13294",48
"13295",25
"13296",26
"13297",22
"13298",30
"13299",27
"13300",21
"13301",33
"13302",39
"13303",27
"13304",34
"13305",52
"13306",26
"13307",25
"13308",40
"13309",22
"13310",29
"13311",27
"13312",44
"13313",27
"13314",30
"13315",49
"13316",28
"13317",25
"13318",44
"13319",28
"13320",49
"13321",26
"13322",45
"13323",45
"13324",29
"13325",26
"13326",27
"13327",54
"13328",64
"13329",47
"13330",31
"13331",33
"13332",22
"13333",36
"13334",22
"13335",28
"13336",28
"13337",27
"13338",31
"13339",46
"13340",61
"13341",25
"13342",49
"13343",21
"13344",29
"13345",43
"13346",28
"13347",50
"13348",55
"13349",32
"13350",31
"13351",23
"13352",60
"13353",27
"13354",45
"13355",24
"13356",28
"13357",56
"13358",26
"13359",25
"13360",56
"13361",30
"13362",44
"13363",33
"13364",25
"13365",33
"13366",31
"13367",20
"13368",27
"13369",38
"13370",27
"13371",36
"13372",35
"13373",35
"13374",58
"13375",22
"13376",30
"13377",38
"13378",33
"13379",37
"13380",35
"13381",45
"13382",32
"13383",21
"13384",19
"13385",26
"13386",36
"13387",36
"13388",34
"13389",28
"13390",41
"13391",34
"13392",30
"13393",24
"13394",50
"13395",42
"13396",28
"13397",31
"13398",34
"13399",38
"13400",29
"13401",26
"13402",22
"13403",31
"13404",35
"13405",37
"13406",33
"13407",32
"13408",23
"13409",29
"13410",29
"13411",35
"13412",28
"13413",26
"13414",42
"13415",27
"13416",26
"13417",32
"13418",25
"13419",27
"13420",31
"13421",39
"13422",23
"13423",52
"13424",42
"13425",29
"13426",27
"13427",27
"13428",29
"13429",27
"13430",43
"13431",32
"13432",23
"13433",24
"13434",25
"13435",55
"13436",35
"13437",40
"13438",23
"13439",40
"13440",35
"13441",51
"13442",36
"13443",37
"13444",27
"13445",33
"13446",24
"13447",42
"13448",27
"13449",23
"13450",24
"13451",20
"13452",45
"13453",27
"13454",66
"13455",54
"13456",35
"13457",19
"13458",26
"13459",19
"13460",39
"13461",26
"13462",45
"13463",30
"13464",28
"13465",22
"13466",29
"13467",35
"13468",30
"13469",28
"13470",20
"13471",24
"13472",23
"13473",23
"13474",30
"13475",22
"13476",31
"13477",32
"13478",35
"13479",22
"13480",22
"13481",19
"13482",24
"13483",28
"13484",31
"13485",31
"13486",27
"13487",24
"13488",48
"13489",25
"13490",34
"13491",35
"13492",28
"13493",54
"13494",33
"13495",23
"13496",36
"13497",27
"13498",31
"13499",27
"13500",24
"13501",29
"13502",23
"13503",25
"13504",29
"13505",24
"13506",35
"13507",32
"13508",22
"13509",22
"13510",34
"13511",35
"13512",24
"13513",36
"13514",39
"13515",41
"13516",36
"13517",28
"13518",29
"13519",26
"13520",28
"13521",42
"13522",25
"13523",36
"13524",22
"13525",38
"13526",29
"13527",26
"13528",29
"13529",20
"13530",44
"13531",48
"13532",39
"13533",31
"13534",29
"13535",26
"13536",44
"13537",33
"13538",43
"13539",28
"13540",31
"13541",25
"13542",32
"13543",34
"13544",25
"13545",34
"13546",26
"13547",24
"13548",25
"13549",24
"13550",29
"13551",41
"13552",32
"13553",30
"13554",22
"13555",28
"13556",36
"13557",26
"13558",38
"13559",39
"13560",36
"13561",38
"13562",25
"13563",40
"13564",41
"13565",32
"13566",69
"13567",42
"13568",28
"13569",30
"13570",51
"13571",19
"13572",25
"13573",26
"13574",24
"13575",35
"13576",35
"13577",30
"13578",27
"13579",62
"13580",31
"13581",24
"13582",27
"13583",19
"13584",32
"13585",22
"13586",40
"13587",28
"13588",35
"13589",27
"13590",28
"13591",37
"13592",35
"13593",28
"13594",29
"13595",26
"13596",29
"13597",26
"13598",36
"13599",29
"13600",24
"13601",54
"13602",29
"13603",21
"13604",30
"13605",33
"13606",26
"13607",23
"13608",30
"13609",36
"13610",26
"13611",28
"13612",27
"13613",30
"13614",33
"13615",23
"13616",19
"13617",29
"13618",22
"13619",30
"13620",21
"13621",28
"13622",28
"13623",27
"13624",24
"13625",31
"13626",32
"13627",25
"13628",40
"13629",28
"13630",33
"13631",31
"13632",38
"13633",34
"13634",35
"13635",29
"13636",33
"13637",31
"13638",32
"13639",49
"13640",29
"13641",25
"13642",48
"13643",38
"13644",61
"13645",34
"13646",26
"13647",53
"13648",34
"13649",31
"13650",31
"13651",46
"13652",34
"13653",31
"13654",31
"13655",23
"13656",26
"13657",26
"13658",28
"13659",25
"13660",25
"13661",27
"13662",32
"13663",20
"13664",43
"13665",39
"13666",40
"13667",26
"13668",28
"13669",30
"13670",18
"13671",26
"13672",23
"13673",22
"13674",39
"13675",57
"13676",37
"13677",37
"13678",29
"13679",37
"13680",26
"13681",25
"13682",24
"13683",30
"13684",27
"13685",28
"13686",23
"13687",26
"13688",36
"13689",36
"13690",41
"13691",48
"13692",36
"13693",18
"13694",56
"13695",23
"13696",27
"13697",33
"13698",26
"13699",23
"13700",27
"13701",30
"13702",26
"13703",25
"13704",21
"13705",27
"13706",30
"13707",30
"13708",25
"13709",45
"13710",33
"13711",27
"13712",24
"13713",31
"13714",23
"13715",30
"13716",32
"13717",23
"13718",28
"13719",31
"13720",36
"13721",29
"13722",44
"13723",40
"13724",24
"13725",33
"13726",28
"13727",43
"13728",37
"13729",19
"13730",40
"13731",42
"13732",23
"13733",21
"13734",31
"13735",29
"13736",34
"13737",31
"13738",29
"13739",37
"13740",33
"13741",22
"13742",26
"13743",38
"13744",24
"13745",43
"13746",25
"13747",23
"13748",34
"13749",19
"13750",26
"13751",38
"13752",32
"13753",31
"13754",27
"13755",25
"13756",25
"13757",34
"13758",23
"13759",20
"13760",33
"13761",32
"13762",52
"13763",28
"13764",43
"13765",23
"13766",27
"13767",19
"13768",32
"13769",36
"13770",58
"13771",46
"13772",26
"13773",64
"13774",24
"13775",39
"13776",18
"13777",32
"13778",21
"13779",21
"13780",28
"13781",24
"13782",36
"13783",30
"13784",30
"13785",55
"13786",67
"13787",31
"13788",47
"13789",36
"13790",34
"13791",27
"13792",28
"13793",28
"13794",45
"13795",31
"13796",21
"13797",42
"13798",21
"13799",26
"13800",21
"13801",25
"13802",39
"13803",34
"13804",27
"13805",27
"13806",22
"13807",21
"13808",31
"13809",24
"13810",27
"13811",24
"13812",20
"13813",22
"13814",28
"13815",27
"13816",26
"13817",31
"13818",41
"13819",27
"13820",50
"13821",21
"13822",21
"13823",37
"13824",24
"13825",22
"13826",24
"13827",26
"13828",20
"13829",26
"13830",26
"13831",32
"13832",21
"13833",22
"13834",29
"13835",31
"13836",29
"13837",23
"13838",30
"13839",38
"13840",55
"13841",23
"13842",34
"13843",28
"13844",31
"13845",23
"13846",34
"13847",27
"13848",63
"13849",41
"13850",39
"13851",59
"13852",19
"13853",25
"13854",19
"13855",32
"13856",21
"13857",35
"13858",25
"13859",26
"13860",30
"13861",26
"13862",30
"13863",24
"13864",25
"13865",22
"13866",25
"13867",24
"13868",27
"13869",27
"13870",33
"13871",28
"13872",27
"13873",28
"13874",21
"13875",29
"13876",27
"13877",40
"13878",39
"13879",39
"13880",28
"13881",29
"13882",22
"13883",21
"13884",27
"13885",20
"13886",20
"13887",23
"13888",36
"13889",22
"13890",26
"13891",22
"13892",39
"13893",21
"13894",22
"13895",25
"13896",23
"13897",36
"13898",26
"13899",24
"13900",29
"13901",23
"13902",21
"13903",27
"13904",25
"13905",27
"13906",55
"13907",19
"13908",47
"13909",24
"13910",24
"13911",43
"13912",34
"13913",27
"13914",26
"13915",36
"13916",51
"13917",23
"13918",27
"13919",25
"13920",49
"13921",34
"13922",21
"13923",24
"13924",22
"13925",34
"13926",28
"13927",23
"13928",32
"13929",50
"13930",28
"13931",29
"13932",65
"13933",27
"13934",21
"13935",30
"13936",21
"13937",26
"13938",52
"13939",25
"13940",33
"13941",50
"13942",27
"13943",40
"13944",30
"13945",20
"13946",38
"13947",32
"13948",41
"13949",43
"13950",33
"13951",33
"13952",30
"13953",38
"13954",29
"13955",26
"13956",30
"13957",55
"13958",63
"13959",60
"13960",38
"13961",28
"13962",30
"13963",24
"13964",42
"13965",32
"13966",33
"13967",31
"13968",25
"13969",29
"13970",29
"13971",43
"13972",44
"13973",33
"13974",29
"13975",32
"13976",64
"13977",30
"13978",39
"13979",30
"13980",34
"13981",56
"13982",67
"13983",31
"13984",27
"13985",54
"13986",30
"13987",26
"13988",28
"13989",28
"13990",28
"13991",57
"13992",46
"13993",38
"13994",26
"13995",25
"13996",36
"13997",34
"13998",18
"13999",57
"14000",28
"14001",31
"14002",42
"14003",31
"14004",41
"14005",24
"14006",28
"14007",30
"14008",23
"14009",24
"14010",38
"14011",40
"14012",25
"14013",28
"14014",27
"14015",35
"14016",34
"14017",27
"14018",23
"14019",60
"14020",53
"14021",25
"14022",26
"14023",22
"14024",19
"14025",28
"14026",20
"14027",34
"14028",23
"14029",27
"14030",19
"14031",47
"14032",56
"14033",22
"14034",33
"14035",27
"14036",22
"14037",25
"14038",67
"14039",34
"14040",29
"14041",31
"14042",20
"14043",28
"14044",20
"14045",22
"14046",34
"14047",26
"14048",29
"14049",23
"14050",24
"14051",27
"14052",29
"14053",28
"14054",25
"14055",49
"14056",25
"14057",35
"14058",29
"14059",23
"14060",19
"14061",26
"14062",39
"14063",27
"14064",32
"14065",18
"14066",18
"14067",38
"14068",28
"14069",19
"14070",27
"14071",24
"14072",43
"14073",46
"14074",33
"14075",36
"14076",64
"14077",29
"14078",38
"14079",37
"14080",37
"14081",26
"14082",26
"14083",34
"14084",37
"14085",28
"14086",24
"14087",42
"14088",39
"14089",28
"14090",22
"14091",22
"14092",50
"14093",19
"14094",28
"14095",46
"14096",28
"14097",38
"14098",18
"14099",53
"14100",22
"14101",24
"14102",24
"14103",31
"14104",33
"14105",29
"14106",19
"14107",62
"14108",39
"14109",30
"14110",21
"14111",21
"14112",32
"14113",40
"14114",18
"14115",38
"14116",22
"14117",41
"14118",47
"14119",29
"14120",44
"14121",43
"14122",28
"14123",25
"14124",25
"14125",30
"14126",24
"14127",29
"14128",31
"14129",43
"14130",37
"14131",39
"14132",19
"14133",27
"14134",32
"14135",34
"14136",23
"14137",28
"14138",31
"14139",19
"14140",28
"14141",25
"14142",28
"14143",34
"14144",24
"14145",27
"14146",32
"14147",40
"14148",21
"14149",46
"14150",20
"14151",27
"14152",32
"14153",23
"14154",20
"14155",29
"14156",27
"14157",30
"14158",45
"14159",25
"14160",28
"14161",26
"14162",39
"14163",50
"14164",25
"14165",25
"14166",33
"14167",24
"14168",22
"14169",18
"14170",30
"14171",19
"14172",29
"14173",36
"14174",25
"14175",26
"14176",25
"14177",28
"14178",36
"14179",30
"14180",29
"14181",31
"14182",27
"14183",24
"14184",28
"14185",33
"14186",23
"14187",32
"14188",21
"14189",18
"14190",31
"14191",20
"14192",26
"14193",24
"14194",33
"14195",36
"14196",27
"14197",28
"14198",28
"14199",22
"14200",26
"14201",25
"14202",29
"14203",21
"14204",26
"14205",23
"14206",24
"14207",31
"14208",26
"14209",24
"14210",24
"14211",20
"14212",34
"14213",23
"14214",29
"14215",29
"14216",23
"14217",24
"14218",53
"14219",38
"14220",28
"14221",37
"14222",27
"14223",31
"14224",35
"14225",36
"14226",32
"14227",39
"14228",41
"14229",36
"14230",26
"14231",29
"14232",25
"14233",21
"14234",21
"14235",32
"14236",31
"14237",26
"14238",35
"14239",23
"14240",32
"14241",31
"14242",31
"14243",42
"14244",36
"14245",25
"14246",29
"14247",32
"14248",26
"14249",37
"14250",37
"14251",20
"14252",30
"14253",25
"14254",33
"14255",24
"14256",22
"14257",39
"14258",30
"14259",42
"14260",24
"14261",43
"14262",28
"14263",28
"14264",47
"14265",28
"14266",24
"14267",24
"14268",32
"14269",29
"14270",25
"14271",41
"14272",28
"14273",24
"14274",32
"14275",38
"14276",36
"14277",28
"14278",32
"14279",26
"14280",24
"14281",23
"14282",28
"14283",30
"14284",44
"14285",20
"14286",22
"14287",35
"14288",49
"14289",31
"14290",34
"14291",34
"14292",27
"14293",22
"14294",31
"14295",47
"14296",45
"14297",31
"14298",30
"14299",26
"14300",24
"14301",25
"14302",42
"14303",33
"14304",26
"14305",24
"14306",35
"14307",31
"14308",41
"14309",27
"14310",27
"14311",34
"14312",24
"14313",32
"14314",19
"14315",27
"14316",22
"14317",33
"14318",26
"14319",25
"14320",33
"14321",25
"14322",28
"14323",33
"14324",48
"14325",19
"14326",25
"14327",30
"14328",46
"14329",23
"14330",18
"14331",27
"14332",32
"14333",29
"14334",26
"14335",28
"14336",26
"14337",28
"14338",24
"14339",25
"14340",26
"14341",31
"14342",26
"14343",42
"14344",35
"14345",33
"14346",37
"14347",35
"14348",20
"14349",39
"14350",62
"14351",35
"14352",57
"14353",50
"14354",25
"14355",26
"14356",25
"14357",25
"14358",23
"14359",28
"14360",29
"14361",34
"14362",25
"14363",37
"14364",32
"14365",35
"14366",31
"14367",32
"14368",23
"14369",36
"14370",59
"14371",26
"14372",25
"14373",23
"14374",27
"14375",24
"14376",26
"14377",23
"14378",24
"14379",26
"14380",23
"14381",32
"14382",22
"14383",31
"14384",22
"14385",49
"14386",28
"14387",36
"14388",32
"14389",25
"14390",35
"14391",34
"14392",25
"14393",31
"14394",31
"14395",51
"14396",43
"14397",29
"14398",40
"14399",50
"14400",37
"14401",27
"14402",32
"14403",31
"14404",34
"14405",26
"14406",29
"14407",23
"14408",29
"14409",63
"14410",23
"14411",47
"14412",24
"14413",41
"14414",30
"14415",26
"14416",27
"14417",28
"14418",31
"14419",45
"14420",38
"14421",29
"14422",27
"14423",33
"14424",39
"14425",46
"14426",61
"14427",46
"14428",29
"14429",25
"14430",49
"14431",31
"14432",21
"14433",35
"14434",33
"14435",29
"14436",36
"14437",31
"14438",23
"14439",49
"14440",24
"14441",59
"14442",40
"14443",24
"14444",26
"14445",44
"14446",37
"14447",29
"14448",46
"14449",19
"14450",27
"14451",33
"14452",25
"14453",24
"14454",24
"14455",23
"14456",34
"14457",36
"14458",34
"14459",38
"14460",31
"14461",32
"14462",60
"14463",25
"14464",50
"14465",25
"14466",32
"14467",35
"14468",43
"14469",24
"14470",52
"14471",42
"14472",27
"14473",27
"14474",33
"14475",34
"14476",25
"14477",26
"14478",18
"14479",31
"14480",30
"14481",64
"14482",49
"14483",42
"14484",35
"14485",26
"14486",21
"14487",30
"14488",49
"14489",20
"14490",31
"14491",34
"14492",32
"14493",30
"14494",26
"14495",29
"14496",62
"14497",42
"14498",44
"14499",42
"14500",51
"14501",25
"14502",21
"14503",29
"14504",32
"14505",38
"14506",29
"14507",28
"14508",45
"14509",47
"14510",27
"14511",59
"14512",21
"14513",25
"14514",41
"14515",56
"14516",26
"14517",25
"14518",31
"14519",30
"14520",25
"14521",26
"14522",28
"14523",29
"14524",25
"14525",18
"14526",37
"14527",55
"14528",39
"14529",27
"14530",23
"14531",34
"14532",32
"14533",27
"14534",25
"14535",22
"14536",18
"14537",35
"14538",23
"14539",26
"14540",23
"14541",56
"14542",23
"14543",28
"14544",35
"14545",21
"14546",21
"14547",37
"14548",54
"14549",46
"14550",43
"14551",29
"14552",28
"14553",25
"14554",62
"14555",41
"14556",64
"14557",31
"14558",35
"14559",30
"14560",24
"14561",23
"14562",29
"14563",33
"14564",48
"14565",30
"14566",43
"14567",53
"14568",41
"14569",34
"14570",38
"14571",31
"14572",24
"14573",57
"14574",32
"14575",29
"14576",31
"14577",33
"14578",36
"14579",29
"14580",41
"14581",40
"14582",23
"14583",24
"14584",28
"14585",25
"14586",45
"14587",27
"14588",23
"14589",19
"14590",43
"14591",42
"14592",25
"14593",24
"14594",31
"14595",33
"14596",28
"14597",27
"14598",32
"14599",45
"14600",29
"14601",21
"14602",55
"14603",29
"14604",31
"14605",31
"14606",30
"14607",40
"14608",37
"14609",28
"14610",25
"14611",28
"14612",37
"14613",39
"14614",33
"14615",31
"14616",26
"14617",25
"14618",44
"14619",43
"14620",34
"14621",26
"14622",27
"14623",37
"14624",22
"14625",25
"14626",25
"14627",22
"14628",31
"14629",24
"14630",38
"14631",53
"14632",25
"14633",29
"14634",24
"14635",29
"14636",35
"14637",27
"14638",21
"14639",32
"14640",49
"14641",41
"14642",28
"14643",45
"14644",44
"14645",34
"14646",47
"14647",35
"14648",35
"14649",32
"14650",46
"14651",35
"14652",25
"14653",33
"14654",34
"14655",30
"14656",24
"14657",31
"14658",29
"14659",36
"14660",28
"14661",25
"14662",38
"14663",27
"14664",50
"14665",40
"14666",30
"14667",40
"14668",27
"14669",29
"14670",29
"14671",35
"14672",23
"14673",45
"14674",34
"14675",28
"14676",41
"14677",25
"14678",39
"14679",31
"14680",38
"14681",59
"14682",36
"14683",25
"14684",29
"14685",33
"14686",29
"14687",30
"14688",26
"14689",32
"14690",27
"14691",24
"14692",33
"14693",42
"14694",28
"14695",22
"14696",37
"14697",24
"14698",31
"14699",20
"14700",20
"14701",32
"14702",43
"14703",26
"14704",37
"14705",30
"14706",54
"14707",25
"14708",29
"14709",43
"14710",27
"14711",45
"14712",31
"14713",23
"14714",19
"14715",23
"14716",41
"14717",33
"14718",22
"14719",25
"14720",36
"14721",29
"14722",33
"14723",38
"14724",25
"14725",33
"14726",31
"14727",30
"14728",29
"14729",27
"14730",29
"14731",50
"14732",27
"14733",22
"14734",32
"14735",26
"14736",27
"14737",26
"14738",29
"14739",31
"14740",33
"14741",43
"14742",31
"14743",29
"14744",27
"14745",22
"14746",26
"14747",50
"14748",23
"14749",22
"14750",41
"14751",23
"14752",32
"14753",24
"14754",23
"14755",45
"14756",35
"14757",29
"14758",34
"14759",46
"14760",36
"14761",33
"14762",29
"14763",42
"14764",41
"14765",32
"14766",40
"14767",30
"14768",25
"14769",29
"14770",28
"14771",26
"14772",40
"14773",20
"14774",25
"14775",28
"14776",23
"14777",38
"14778",27
"14779",29
"14780",27
"14781",24
"14782",27
"14783",65
"14784",34
"14785",27
"14786",43
"14787",20
"14788",27
"14789",31
"14790",40
"14791",28
"14792",23
"14793",32
"14794",30
"14795",34
"14796",27
"14797",46
"14798",26
"14799",36
"14800",30
"14801",32
"14802",18
"14803",24
"14804",25
"14805",25
"14806",66
"14807",30
"14808",30
"14809",39
"14810",26
"14811",26
"14812",31
"14813",30
"14814",24
"14815",28
"14816",31
"14817",19
"14818",29
"14819",31
"14820",25
"14821",49
"14822",52
"14823",26
"14824",25
"14825",50
"14826",24
"14827",24
"14828",31
"14829",31
"14830",20
"14831",22
"14832",28
"14833",45
"14834",27
"14835",48
"14836",23
"14837",29
"14838",44
"14839",23
"14840",28
"14841",32
"14842",30
"14843",46
"14844",47
"14845",29
"14846",29
"14847",37
"14848",30
"14849",23
"14850",27
"14851",26
"14852",31
"14853",27
"14854",34
"14855",26
"14856",35
"14857",30
"14858",26
"14859",51
"14860",37
"14861",47
"14862",58
"14863",43
"14864",35
"14865",29
"14866",30
"14867",42
"14868",26
"14869",27
"14870",29
"14871",25
"14872",33
"14873",34
"14874",26
"14875",29
"14876",34
"14877",44
"14878",46
"14879",45
"14880",47
"14881",28
"14882",50
"14883",21
"14884",28
"14885",32
"14886",24
"14887",37
"14888",34
"14889",21
"14890",33
"14891",24
"14892",41
"14893",67
"14894",26
"14895",43
"14896",32
"14897",33
"14898",32
"14899",23
"14900",45
"14901",31
"14902",23
"14903",33
"14904",24
"14905",41
"14906",29
"14907",43
"14908",47
"14909",37
"14910",33
"14911",22
"14912",28
"14913",48
"14914",24
"14915",32
"14916",25
"14917",58
"14918",25
"14919",50
"14920",40
"14921",24
"14922",34
"14923",28
"14924",28
"14925",42
"14926",58
"14927",34
"14928",43
"14929",22
"14930",46
"14931",33
"14932",23
"14933",32
"14934",22
"14935",28
"14936",26
"14937",37
"14938",51
"14939",26
"14940",27
"14941",32
"14942",23
"14943",33
"14944",28
"14945",32
"14946",35
"14947",29
"14948",24
"14949",27
"14950",20
"14951",27
"14952",36
"14953",27
"14954",29
"14955",25
"14956",22
"14957",28
"14958",28
"14959",29
"14960",18
"14961",27
"14962",24
"14963",33
"14964",43
"14965",27
"14966",65
"14967",48
"14968",43
"14969",39
"14970",25
"14971",42
"14972",40
"14973",29
"14974",42
"14975",18
"14976",39
"14977",35
"14978",66
"14979",35
"14980",29
"14981",41
"14982",59
"14983",56
"14984",21
"14985",29
"14986",25
"14987",56
"14988",32
"14989",36
"14990",33
"14991",22
"14992",52
"14993",24
"14994",26
"14995",26
"14996",30
"14997",30
"14998",25
"14999",20
"15000",32
"15001",23
"15002",27
"15003",23
"15004",33
"15005",35
"15006",27
"15007",21
"15008",28
"15009",48
"15010",37
"15011",29
"15012",29
"15013",40
"15014",31
"15015",38
"15016",21
"15017",20
"15018",26
"15019",20
"15020",26
"15021",20
"15022",30
"15023",27
"15024",24
"15025",32
"15026",43
"15027",59
"15028",38
"15029",48
"15030",23
"15031",35
"15032",27
"15033",32
"15034",28
"15035",47
"15036",35
"15037",26
"15038",34
"15039",28
"15040",21
"15041",25
"15042",24
"15043",29
"15044",19
"15045",32
"15046",27
"15047",36
"15048",39
"15049",59
"15050",44
"15051",22
"15052",44
"15053",20
"15054",25
"15055",34
"15056",29
"15057",59
"15058",25
"15059",44
"15060",29
"15061",25
"15062",25
"15063",25
"15064",34
"15065",37
"15066",48
"15067",49
"15068",26
"15069",43
"15070",28
"15071",31
"15072",26
"15073",27
"15074",30
"15075",28
"15076",25
"15077",33
"15078",21
"15079",27
"15080",27
"15081",21
"15082",38
"15083",41
"15084",40
"15085",38
"15086",22
"15087",42
"15088",44
"15089",61
"15090",29
"15091",60
"15092",37
"15093",24
"15094",44
"15095",62
"15096",20
"15097",28
"15098",29
"15099",31
"15100",42
"15101",26
"15102",40
"15103",41
"15104",25
"15105",33
"15106",31
"15107",26
"15108",36
"15109",33
"15110",63
"15111",25
"15112",32
"15113",26
"15114",27
"15115",45
"15116",32
"15117",57
"15118",46
"15119",30
"15120",24
"15121",24
"15122",43
"15123",35
"15124",52
"15125",24
"15126",30
"15127",25
"15128",46
"15129",22
"15130",24
"15131",30
"15132",30
"15133",21
"15134",39
"15135",26
"15136",49
"15137",46
"15138",43
"15139",35
"15140",31
"15141",23
"15142",41
"15143",25
"15144",59
"15145",26
"15146",29
"15147",30
"15148",29
"15149",33
"15150",40
"15151",28
"15152",24
"15153",23
"15154",46
"15155",34
"15156",47
"15157",34
"15158",24
"15159",64
"15160",62
"15161",25
"15162",28
"15163",26
"15164",22
"15165",32
"15166",21
"15167",22
"15168",40
"15169",30
"15170",27
"15171",27
"15172",50
"15173",30
"15174",34
"15175",35
"15176",32
"15177",22
"15178",21
"15179",32
"15180",31
"15181",36
"15182",60
"15183",25
