,Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
757,7,5,1020.0,0,1864,97500
758,6,6,1204.0,1,1666,135000
759,4,6,858.0,1,892,70000
760,6,7,698.0,1,1403,116000
761,4,9,560.0,1,704,88750
762,5,5,1200.0,1,1200,179000
763,5,5,1200.0,1,1200,179000
764,5,5,1152.0,1,1152,159900
765,1,1,683.0,0,904,61000
766,6,6,672.0,0,1369,103600
767,5,3,585.0,0,1112,63000
768,5,6,520.0,1,1464,175000
769,5,6,1121.0,1,1121,139000
770,6,5,918.0,1,1683,172500
771,5,6,1052.0,1,1052,113500
772,5,7,864.0,1,899,130000
773,6,5,456.0,1,1034,149900
774,5,5,858.0,1,858,134900
775,5,6,840.0,1,860,137000
776,5,5,1092.0,1,1092,139000
777,5,5,552.0,1,1774,165000
778,6,5,1138.0,1,1138,148000
779,5,5,825.0,1,2071,165000
780,2,2,0.0,0,660,63900
781,4,5,1104.0,1,1788,161500
782,5,8,1437.0,1,1473,143000
783,4,6,1134.0,1,1229,135000
784,4,5,861.0,1,861,82500
785,5,5,1617.0,1,1867,190000
786,3,5,0.0,1,1733,139600
787,4,5,0.0,1,1383,122000
788,6,5,1436.0,1,1689,127500
789,5,5,1073.0,1,1073,121500
790,5,3,1276.0,1,1276,60000
791,6,7,747.0,1,1639,154400
792,4,6,672.0,1,672,113000
793,5,6,1089.0,1,1089,125000
794,4,3,0.0,0,845,84000
795,5,5,1049.0,1,1049,139500
796,5,4,768.0,1,1716,131000
797,6,5,560.0,1,1258,105000
798,4,5,755.0,1,1510,108000
799,7,6,1054.0,1,1061,162000
800,6,5,520.0,1,1338,156500
801,8,8,1496.0,1,2132,316600
802,7,7,2158.0,1,2196,271900
803,7,5,740.0,1,1775,213000
804,7,5,1079.0,1,1879,239900
805,8,5,1128.0,1,2020,239500
806,5,7,0.0,1,2016,131000
807,5,5,0.0,1,1535,118964
808,5,5,1086.0,1,1224,153337
809,5,5,0.0,1,2228,147983
810,5,5,0.0,1,1535,118858
811,5,5,0.0,1,1535,118858
812,5,5,0.0,1,2240,142953
813,5,5,1094.0,1,1229,148325
814,5,5,0.0,1,1513,113722
815,7,5,1168.0,1,2787,269500
816,7,5,1168.0,1,2787,269500
817,7,5,1168.0,1,2787,269500
818,9,5,1555.0,1,1680,323262
819,8,5,1705.0,1,1718,297000
820,8,5,1622.0,1,1630,295493
821,9,5,1720.0,1,1720,332000
822,8,5,1468.0,1,1468,239900
823,8,5,866.0,1,1768,212000
824,8,5,1838.0,1,1838,272500
825,9,5,1800.0,1,1800,239000
826,7,5,1604.0,1,1604,220000
827,7,5,1282.0,1,1290,200000
828,8,5,1254.0,1,1254,221800
829,7,5,1232.0,1,1232,194500
830,8,5,1498.0,1,1498,237000
831,6,5,704.0,1,1422,173000
832,7,5,1518.0,1,1644,275000
833,7,5,1449.0,1,1759,233500
834,5,5,1013.0,1,2126,185000
835,5,5,1040.0,1,1040,152000
836,5,7,990.0,1,990,143000
837,6,5,928.0,1,1764,231500
838,7,6,799.0,1,1661,212000
839,7,5,1463.0,1,1463,207000
840,5,5,1097.0,1,1097,145000
841,5,5,990.0,1,990,138000
842,7,5,866.0,1,1779,197900
843,7,5,1490.0,1,1501,204000
844,7,5,1431.0,1,1431,192000
845,6,5,928.0,1,1772,200000
846,7,5,831.0,1,1660,195000
847,7,5,1573.0,1,1573,227000
848,7,5,944.0,1,1840,230000
849,7,5,1413.0,1,1430,187100
850,7,5,1431.0,1,1444,203000
851,7,5,1492.0,1,1492,201000
852,5,5,1040.0,1,1040,124000
853,5,5,907.0,1,907,140000
854,5,7,914.0,1,914,134900
855,5,7,1040.0,1,1040,150500
856,5,8,864.0,1,864,136500
857,5,7,1268.0,1,1268,143500
858,5,6,864.0,1,864,133500
859,5,5,894.0,1,894,123000
860,5,8,768.0,1,768,133900
861,5,7,768.0,1,768,133000
862,7,5,1569.0,1,1611,250000
863,8,5,1068.0,1,2184,254750
864,8,5,1753.0,1,1788,236500
865,8,5,1299.0,1,1872,261500
866,9,5,1440.0,1,2153,313000
867,7,5,840.0,1,1725,198500
868,7,5,944.0,1,1870,211000
869,8,5,1462.0,1,1513,220000
870,7,5,1504.0,1,1504,203000
871,8,5,1822.0,1,1828,279500
872,7,5,1417.0,1,1417,210000
873,7,5,1057.0,1,2034,219500
874,7,5,880.0,1,1716,191000
875,7,5,1212.0,1,1212,178000
876,7,5,1630.0,1,1630,213000
877,6,5,848.0,1,848,144000
878,6,5,848.0,1,848,140000
879,8,5,1578.0,1,1602,293200
880,7,5,864.0,1,1728,190000
881,7,5,1500.0,1,1500,190000
882,6,5,738.0,1,1476,173500
883,6,5,608.0,1,1396,170000
884,4,5,0.0,1,1126,108000
885,5,7,1486.0,1,1486,167000
886,4,6,816.0,1,816,100000
887,7,5,0.0,1,1922,198500
888,6,6,690.0,1,1426,159500
889,4,6,1014.0,1,1149,127000
890,6,6,1041.0,1,1125,125000
891,9,5,1698.0,1,1698,320000
892,6,5,547.0,1,1072,145500
893,5,9,698.0,1,698,118000
894,4,5,876.0,1,876,85000
895,5,5,1078.0,1,1368,120000
896,4,3,0.0,0,1529,98000
897,5,8,864.0,1,864,99900
898,3,3,0.0,0,944,82000
899,5,5,1678.0,1,1678,119900
900,5,5,1150.0,1,1560,103500
901,4,3,672.0,1,960,112000
902,6,8,684.0,1,1196,110000
903,5,6,720.0,1,1298,122000
904,5,5,984.0,1,1604,117000
905,5,4,832.0,1,1268,160000
906,5,5,793.0,1,1520,159434
907,2,5,290.0,0,438,60000
908,6,7,778.0,1,1489,139500
909,7,3,824.0,1,3082,197000
910,6,6,583.0,1,1242,105000
911,4,3,1122.0,1,1981,135000
912,6,8,816.0,1,1232,147500
913,6,6,976.0,1,1608,137450
914,7,9,560.0,1,1135,155000
915,6,6,896.0,1,1913,177000
916,7,7,861.0,1,1477,145000
917,7,8,600.0,1,1228,137000
918,7,9,1276.0,1,2080,234000
919,5,6,840.0,1,1567,205000
920,6,7,771.0,1,1494,177500
921,5,7,728.0,1,1308,160000
922,5,4,1273.0,1,1273,155000
923,5,7,876.0,1,964,163500
924,5,6,731.0,1,1343,154900
925,7,6,920.0,1,2480,205000
926,5,6,1112.0,1,1112,144800
927,7,7,704.0,1,1564,174500
928,6,6,1561.0,1,1561,193000
929,5,7,1067.0,0,1523,158000
930,6,8,1092.0,1,1152,158500
931,6,5,1310.0,1,1906,224000
932,6,6,516.0,1,1032,115000
933,6,6,561.0,1,1229,137000
934,6,6,561.0,1,1229,121000
935,6,6,561.0,1,1229,124000
936,6,6,572.0,1,1982,208000
937,7,9,1803.0,1,2365,315000
938,6,9,880.0,1,1680,222000
939,5,7,672.0,1,1344,147000
940,5,6,760.0,0,2168,123000
941,5,5,596.0,0,1192,78000
942,3,2,1013.0,0,1526,85000
943,4,6,572.0,0,572,75000
944,8,5,1596.0,1,1648,230000
945,2,4,0.0,0,810,57625
946,8,5,1107.0,1,2052,251000
947,7,5,1434.0,1,2149,239686
948,7,5,1710.0,1,1710,240000
949,6,5,804.0,1,1961,215000
950,6,6,902.0,1,926,156450
951,6,7,957.0,1,1287,173000
952,5,5,0.0,1,1734,126000
953,7,5,1188.0,1,1217,173000
954,5,5,1582.0,1,1595,152000
955,6,6,819.0,1,1344,137500
956,7,5,2136.0,1,2036,375000
957,9,5,1620.0,1,1620,315500
958,7,5,846.0,1,1692,224500
959,9,5,2190.0,1,2036,410000
960,9,5,1641.0,1,1641,316500
961,8,5,1466.0,1,1466,201000
962,6,5,1392.0,1,1412,175000
963,6,8,712.0,1,2237,204000
964,7,5,1645.0,1,1479,213500
965,8,5,1267.0,1,1296,220000
966,7,5,912.0,1,2014,170000
967,9,5,1838.0,1,1838,315000
968,9,5,1978.0,1,1978,425000
969,5,7,1008.0,1,1008,139500
970,5,4,0.0,1,1771,115000
971,6,5,1204.0,1,1204,162000
972,6,5,1224.0,1,1224,165000
973,4,5,462.0,1,988,91000
974,5,6,864.0,1,874,130000
975,4,8,630.0,1,630,86000
976,5,5,1188.0,1,1404,160000
977,4,4,630.0,1,630,80000
978,4,6,546.0,1,1344,97000
979,4,4,546.0,1,1092,88000
980,5,8,796.0,1,796,131900
981,6,5,384.0,1,1091,131250
982,5,6,1097.0,1,1110,165500
983,5,5,833.0,1,833,112000
984,5,6,828.0,1,883,149000
985,5,5,796.0,1,1362,143000
986,5,5,624.0,1,1287,130000
987,6,5,1567.0,1,1567,196000
988,5,7,784.0,1,1632,173000
989,6,8,1184.0,1,1414,176500
990,6,7,1205.0,1,2117,237500
991,6,5,952.0,1,2112,206900
992,6,5,926.0,1,1604,187500
993,6,5,680.0,1,1470,165000
994,6,5,926.0,1,1604,195500
995,6,5,943.0,1,1638,192000
996,6,5,916.0,1,1636,173000
997,5,5,1348.0,1,1384,177900
998,7,5,729.0,1,1446,175000
999,8,5,1593.0,1,1593,286000
1000,8,5,1664.0,1,1682,247900
1001,8,5,1337.0,1,1337,180000
1002,8,5,1280.0,1,1280,180000
1003,6,5,926.0,1,1604,181000
1004,6,5,932.0,1,1633,183000
1005,6,5,773.0,1,1658,188000
1006,7,5,712.0,1,1895,194500
1007,6,5,836.0,1,1709,185000
1008,8,5,1228.0,1,1228,189000
1009,8,5,1337.0,1,1337,188500
1010,8,5,1168.0,1,2500,355000
1011,9,5,1122.0,1,2504,325000
1012,9,5,1884.0,1,1884,387000
1013,6,2,1632.0,1,1474,115000
1014,9,5,1710.0,1,1710,334000
1015,6,5,1488.0,1,1488,133000
1016,7,6,791.0,1,2093,215000
1017,7,6,1675.0,1,1688,226500
1018,6,6,1422.0,1,1422,175500
1019,7,7,1260.0,1,1260,181900
1020,7,5,2048.0,1,2064,235000
1021,7,5,1782.0,1,1782,220000
1022,6,7,1330.0,1,2872,272000
1023,6,5,1211.0,1,1211,161000
1024,5,6,1126.0,1,1126,175000
1025,7,6,738.0,1,2044,185000
1026,5,6,720.0,1,1308,146900
1027,7,7,1420.0,1,2840,292500
1028,6,5,1193.0,1,1523,180000
1029,6,5,1444.0,1,1444,159900
1030,7,6,803.0,1,1964,205000
1031,5,6,1176.0,1,1178,157000
1032,8,5,1236.0,1,2340,306000
1033,5,5,896.0,1,1792,133000
1034,6,8,1054.0,1,1054,151000
1035,4,6,936.0,1,936,111900
1036,5,5,864.0,1,864,123000
1037,4,5,864.0,1,864,111250
1038,6,5,1405.0,1,1337,181000
1039,6,5,483.0,1,987,103400
1040,6,5,483.0,1,987,100000
1041,6,6,483.0,1,987,100500
1042,6,6,483.0,1,987,106000
1043,6,5,483.0,1,987,85400
1044,6,3,483.0,1,987,89500
1045,5,5,630.0,1,1302,111750
1046,6,6,1069.0,1,1069,140000
1047,6,6,855.0,1,1456,143000
1048,7,6,1055.0,1,1055,148500
1049,5,5,864.0,1,892,110000
1050,8,5,1932.0,1,1932,394617
1051,10,5,1682.0,1,2332,426000
1052,10,5,2078.0,1,2084,385000
1053,9,5,1452.0,1,2713,446261
1054,8,5,1582.0,1,1582,317500
1055,8,5,1710.0,1,1710,372402
1056,8,5,2418.0,1,2464,417500
1057,9,5,1950.0,1,1950,383000
1058,9,5,1850.0,1,2748,390000
1059,10,5,1620.0,1,2790,460000
1060,9,5,1414.0,1,2331,379000
1061,8,5,948.0,1,2088,250000
1062,8,5,1148.0,1,2332,316000
1063,10,5,2535.0,1,2470,615000
1064,9,5,1572.0,1,2668,412500
1065,7,5,998.0,1,2046,284000
1066,8,5,1603.0,1,1575,284000
1067,8,5,1479.0,1,2649,421250
1068,8,5,1765.0,1,2690,370000
1069,9,5,1858.0,1,1866,336860
1070,9,5,1702.0,1,1702,367294
1071,7,5,1367.0,1,1367,192000
1072,8,5,1518.0,1,1518,274000
1073,9,5,1684.0,1,1684,266000
1074,9,5,1800.0,1,1800,370967
1075,8,5,1342.0,1,1342,234250
1076,8,5,1342.0,1,1342,219500
1077,7,5,764.0,1,1626,155000
1078,7,5,764.0,1,1626,154000
1079,7,5,1358.0,1,1358,207000
1080,7,5,1415.0,1,1455,195000
1081,7,5,1393.0,1,1576,219990
1082,7,5,1346.0,1,1504,191000
1083,7,5,1266.0,1,1266,159895
1084,7,5,1146.0,1,1246,187687
1085,6,5,789.0,1,1515,179000
1086,6,5,839.0,1,1593,193000
1087,7,5,856.0,1,1166,190000
1088,6,5,728.0,1,1456,176000
1089,7,5,840.0,1,1720,188000
1090,7,5,847.0,1,1986,213000
1091,7,6,1350.0,1,1358,217300
1092,6,5,936.0,1,1792,186500
1093,7,5,982.0,1,1892,226750
1094,7,5,788.0,1,1490,184000
1095,7,5,707.0,1,1414,176000
1096,7,5,1037.0,1,2322,225000
1097,7,5,831.0,1,1651,185900
1098,8,5,1173.0,1,2199,284500
1099,8,5,1470.0,1,2630,315000
1100,8,5,1145.0,1,2198,250000
1101,9,5,1519.0,1,2172,291000
1102,8,5,1982.0,1,2006,350000
1103,7,5,1064.0,1,2125,279500
1104,8,7,1242.0,1,2501,290000
1105,8,6,2109.0,1,2113,350000
1106,7,5,1311.0,1,2418,341000
1107,7,5,1080.0,1,2197,287500
1108,7,5,1223.0,1,2127,271000
1109,8,5,1986.0,1,1987,301500
1110,8,5,1580.0,1,1580,235128
1111,6,5,894.0,1,1933,214000
1112,8,5,1574.0,1,1574,232000
1113,7,5,1578.0,1,1578,240000
1114,9,5,1498.0,1,1506,264132
1115,8,5,1563.0,1,1563,245000
1116,7,5,1417.0,1,1428,227680
1117,8,5,1341.0,1,1861,257000
1118,8,5,955.0,1,1874,297900
1119,8,5,1460.0,1,1460,247000
1120,8,5,1363.0,1,1372,212700
1121,7,5,1372.0,1,1372,250580
1122,7,5,1428.0,1,1428,182000
1123,7,5,866.0,1,1768,226700
1124,8,5,1053.0,1,1992,250000
1125,7,5,1026.0,1,1958,250000
1126,8,5,1034.0,1,2078,339750
1127,7,6,813.0,1,1665,205950
1128,8,5,1660.0,1,1660,256000
1129,7,5,1218.0,1,1218,230348
1130,6,5,864.0,1,1728,207500
1131,7,5,1080.0,1,1080,141000
1132,6,5,835.0,1,1696,188000
1133,7,5,835.0,1,1663,192500
1134,6,5,1175.0,1,1175,146000
1135,5,5,1114.0,1,1114,159000
1136,6,5,1114.0,1,1114,155000
1137,6,5,798.0,1,1640,173000
1138,7,5,1162.0,1,1162,170000
1139,6,5,754.0,1,1609,182000
1140,6,5,886.0,1,1680,163000
1141,6,5,1408.0,1,1679,193500
1142,7,5,832.0,1,1657,189000
1143,6,5,827.0,1,1677,190500
1144,7,5,836.0,1,1737,175000
1145,6,5,1278.0,1,1294,179200
1146,6,5,832.0,1,1710,187000
1147,6,5,1604.0,1,1617,193000
1148,6,5,1199.0,1,1199,153900
1149,5,5,984.0,1,984,128000
1150,5,6,912.0,1,912,144000
1151,5,8,864.0,1,864,135000
1152,5,5,890.0,0,890,115000
1153,5,5,864.0,1,864,119916
1154,6,8,912.0,1,912,142000
1155,6,5,1430.0,1,1430,192000
1156,5,4,1001.0,1,1641,140000
1157,6,5,930.0,1,2683,290000
1158,9,5,1848.0,1,2786,372500
1159,7,5,1391.0,1,1391,196000
1160,7,5,625.0,1,1250,171900
1161,7,5,1235.0,1,1245,178000
1162,6,5,600.0,1,1200,165000
1163,7,5,689.0,1,1392,146000
1164,7,5,689.0,1,1392,146000
1165,7,5,744.0,1,1501,179400
1166,6,5,744.0,1,1549,172900
1167,9,5,1614.0,1,1638,300000
1168,9,5,1310.0,1,1310,285000
1169,9,5,1419.0,1,1419,290000
1170,9,5,1557.0,1,1557,305000
1171,9,5,1698.0,1,1709,328900
1172,7,5,600.0,1,1252,160000
1173,7,5,672.0,1,1404,170000
1174,7,5,858.0,1,1789,223000
1175,8,5,960.0,1,1586,170000
1176,8,5,960.0,1,1607,200000
1177,10,5,970.0,1,2393,345000
1178,8,5,1260.0,1,1288,245500
1179,8,5,1230.0,1,1239,217500
1180,8,5,1719.0,1,1719,324000
1181,6,6,1232.0,1,1232,162500
1182,9,3,994.0,1,2944,150000
1183,8,9,1426.0,1,1671,290000
1184,7,5,952.0,1,1812,205000
1185,7,6,1304.0,1,1682,174000
1186,6,6,1427.0,1,1427,183000
1187,6,5,1740.0,1,1740,150000
1188,6,7,1258.0,1,1258,145000
1189,7,7,1620.0,1,1620,215000
1190,5,6,1625.0,1,1625,140500
1191,6,7,1522.0,1,2614,240000
1192,5,6,732.0,1,1464,141000
1193,5,8,912.0,1,912,147000
1194,5,7,912.0,1,925,135000
1195,5,5,1728.0,1,1728,145000
1196,5,5,1728.0,1,1728,142600
1197,5,5,1656.0,1,1656,135000
1198,7,6,825.0,1,1670,170000
1199,8,9,1142.0,1,2715,299800
1200,6,6,901.0,1,1876,185000
1201,6,8,800.0,1,1632,173000
1202,7,9,944.0,1,999,178400
1203,7,5,832.0,1,1978,176000
1204,5,5,0.0,1,1014,98000
1205,4,6,907.0,1,907,109008
1206,4,7,952.0,1,952,135750
1207,5,6,1120.0,1,1128,155000
1208,6,5,1425.0,1,1425,180500
1209,6,7,1127.0,1,1165,174900
1210,6,6,1136.0,1,1136,140000
1211,6,7,1092.0,1,1092,145000
1212,5,8,1219.0,1,1265,179900
1213,6,5,1248.0,1,1350,168500
1214,5,5,1114.0,1,1114,140000
1215,5,7,1053.0,1,1053,145500
1216,6,6,1252.0,1,1252,142000
1217,4,5,1100.0,1,1100,141000
1218,5,7,1118.0,1,1118,153000
1219,3,6,0.0,0,720,72500
1220,3,6,270.0,1,729,52000
1221,5,6,991.0,1,1077,118000
1222,4,7,348.0,1,906,87000
1223,5,6,1296.0,1,1496,141500
1224,6,5,1032.0,1,1252,119000
1225,5,8,572.0,1,1337,141500
1226,6,6,992.0,1,1661,165500
1227,5,5,1036.0,1,1036,112900
1228,7,6,864.0,1,1820,201800
1229,6,5,1362.0,1,1362,163000
1230,5,6,1144.0,1,1144,139950
1231,6,9,1319.0,1,1537,174000
1232,6,5,1099.0,1,1431,165000
1233,6,7,1104.0,1,1988,227000
1234,5,7,1098.0,1,1098,135000
1235,5,5,1144.0,1,1144,124000
1236,5,7,931.0,1,1283,140000
1237,5,4,1176.0,1,1176,136500
1238,5,7,1248.0,1,1440,185000
1239,6,6,1261.0,1,1261,163000
1240,6,6,1395.0,1,1570,166800
1241,6,5,1196.0,1,1196,139000
1242,6,5,1392.0,1,1392,166000
1243,6,7,1080.0,1,1080,136000
1244,5,5,1104.0,1,1104,133000
1245,5,6,720.0,1,882,116000
1246,5,6,1152.0,1,1152,137500
1247,5,5,984.0,0,950,130000
1248,6,5,998.0,1,1790,180000
1249,5,7,952.0,1,952,139000
1250,5,5,773.0,1,773,110000
1251,5,3,0.0,1,1764,100000
1252,5,5,832.0,1,1216,118500
1253,5,5,1824.0,1,1824,146000
1254,4,6,0.0,0,869,89900
1255,5,8,747.0,1,1159,114000
1256,5,6,913.0,1,1558,140000
1257,4,7,672.0,1,672,86900
1258,5,5,892.0,1,1436,139000
1259,4,7,0.0,0,1294,106250
1260,6,6,858.0,1,1716,171000
1261,5,6,912.0,1,1044,139000
1262,7,7,1312.0,1,1312,186000
1263,6,5,1253.0,1,1253,157000
1264,6,6,1081.0,1,1081,148000
1265,7,7,585.0,1,2069,242000
1266,5,7,105.0,1,910,116000
1267,5,7,876.0,1,876,94000
1268,5,5,0.0,1,1048,98300
1269,5,5,1075.0,1,1507,127000
1270,5,6,1256.0,1,1256,159000
1271,5,5,1027.0,1,1027,125900
1272,5,6,1269.0,1,1269,155000
1273,6,6,768.0,1,1320,138000
1274,6,7,936.0,1,984,112500
1275,6,6,832.0,1,832,105500
1276,6,5,854.0,1,1278,127500
1277,5,5,1800.0,0,1800,130000
1278,5,6,768.0,1,1588,150000
1279,5,7,825.0,1,825,109500
1280,6,5,780.0,1,1796,140000
1281,6,6,780.0,1,1611,167900
1282,5,5,1117.0,1,1117,136870
1283,6,5,192.0,0,1133,143000
1284,5,5,680.0,0,764,73000
1285,5,8,650.0,1,1539,157500
1286,5,7,780.0,1,1323,122600
1287,5,5,680.0,0,1360,111000
1288,6,7,1510.0,1,2792,256000
1289,5,4,672.0,1,672,64000
1290,6,7,728.0,1,1456,139500
1291,4,6,828.0,1,1594,118000
1292,7,5,1362.0,1,2082,200000
1293,4,6,801.0,1,1656,119164
1294,5,5,936.0,0,1740,122250
1295,7,6,931.0,1,1027,120000
1296,6,6,884.0,1,1436,155000
1297,5,6,481.0,0,899,78000
1298,5,9,684.0,1,1080,95000
1299,5,5,789.0,1,789,115000
1300,5,7,924.0,1,1122,147000
1301,5,6,904.0,1,1499,140000
1302,2,5,407.0,0,407,46500
1303,5,6,928.0,1,928,112500
1304,4,7,901.0,1,901,107900
1305,3,1,448.0,1,1588,65000
1306,7,9,1470.0,1,3493,295000
1307,5,5,797.0,0,1627,139500
1308,5,8,876.0,1,1416,153900
1309,7,8,624.0,1,1450,132000
1310,5,5,624.0,0,1344,98000
1311,5,7,346.0,1,1017,114000
1312,5,5,973.0,1,2350,130000
1313,6,5,735.0,0,2058,129500
1314,5,9,572.0,1,1540,129400
1315,7,9,689.0,1,1378,161000
1316,6,7,482.0,0,1912,163000
1317,6,6,742.0,1,1484,128000
1318,8,5,684.0,0,2358,122000
1319,7,7,572.0,1,1111,116900
1320,10,9,1237.0,1,2775,325000
1321,2,1,723.0,0,1086,55000
1322,7,7,1313.0,1,2495,184000
1323,5,6,984.0,1,984,110000
1324,5,5,1050.0,0,1795,131500
1325,5,5,0.0,1,882,97000
1326,4,6,869.0,1,1093,115500
1327,5,7,1008.0,1,1143,138000
1328,7,7,672.0,1,1668,108000
1329,5,6,742.0,1,935,79500
1330,5,5,1024.0,1,1738,153000
1331,5,6,784.0,1,784,109500
1332,5,7,672.0,1,1210,124000
1333,6,9,554.0,1,1290,106900
1334,6,7,981.0,1,1672,164900
1335,5,7,949.0,1,949,119000
1336,6,7,862.0,1,1158,120000
1337,6,7,825.0,1,1497,157000
1338,6,5,739.0,1,1342,105000
1339,6,7,992.0,1,1013,113000
1340,5,7,565.0,1,1216,115000
1342,4,7,704.0,1,1136,123000
1343,5,6,0.0,0,808,81300
1344,5,7,1078.0,1,1573,162900
1345,7,5,989.0,1,2009,150000
1346,5,5,1100.0,1,1902,123500
1347,7,5,952.0,1,1774,129900
1348,6,8,611.0,1,1362,128000
1349,4,6,520.0,0,520,68500
1350,5,5,672.0,1,1285,127000
1351,6,7,833.0,1,1848,207000
1352,7,6,1026.0,1,1820,184000
1353,6,4,810.0,1,1716,162500
1354,5,5,883.0,1,1505,145000
1355,6,7,816.0,1,838,130000
1356,6,8,1242.0,1,1984,160000
1357,8,7,588.0,1,1666,161000
1358,6,8,796.0,1,1609,127500
1359,6,6,768.0,1,768,93850
1360,6,6,768.0,1,1536,136000
1361,6,6,1272.0,1,1969,141000
1362,5,6,880.0,1,1308,120000
1363,6,7,1040.0,1,1040,127500
1364,6,6,768.0,1,1236,127000
1365,6,7,319.0,1,1406,89500
1366,5,7,825.0,1,825,125000
1367,6,7,901.0,1,1198,79900
1368,5,8,451.0,1,759,85000
1369,3,3,536.0,0,1344,82375
1370,6,7,756.0,1,1469,135000
1371,5,6,1046.0,0,1054,124000
1372,5,5,952.0,1,1211,134000
1373,5,5,720.0,1,1271,135000
1374,4,4,0.0,1,1588,134432
1375,5,7,644.0,1,1355,127500
1376,5,6,981.0,1,1075,148000
1377,5,5,1040.0,1,1040,129500
1378,6,5,1008.0,1,1096,157500
1379,5,7,876.0,1,904,109900
1380,5,7,992.0,1,992,145000
1381,5,7,894.0,1,894,130000
1382,6,8,450.0,1,1034,153000
1383,5,5,1073.0,1,1073,120000
1384,5,5,1060.0,1,1126,152000
1385,4,4,1198.0,1,1258,108959
1386,5,4,1300.0,1,1140,95541
1387,5,3,1006.0,1,1006,80000
1388,5,6,1228.0,1,1228,149350
1389,5,8,960.0,1,960,144900
1390,6,8,988.0,1,1188,185000
1391,5,5,1383.0,1,1383,165000
1392,6,7,1602.0,1,1252,235000
1393,5,6,533.0,1,1601,140000
1394,5,8,672.0,1,672,108000
1395,5,3,988.0,1,1721,145000
1396,5,7,576.0,1,1350,152400
1397,5,8,864.0,1,904,144000
1398,6,5,1291.0,1,1291,173000
1399,7,5,1160.0,1,2022,192000
1400,7,6,1524.0,1,1524,245000
1401,7,7,1385.0,1,1363,241500
1402,4,6,1364.0,1,1663,256000
1403,6,7,1019.0,1,1357,177000
1404,7,5,570.0,1,1079,125600
1405,6,5,1094.0,1,1094,155000
1406,6,8,907.0,1,2358,240000
1407,5,7,1580.0,1,1518,260000
1408,6,7,1163.0,1,1674,185000
1409,6,7,1127.0,1,2108,235000
1410,5,6,1509.0,1,1509,159900
1411,5,5,864.0,0,864,99600
1412,6,8,621.0,1,1269,134500
1413,5,8,861.0,1,1367,119000
1414,5,7,1117.0,1,1347,107500
1415,5,5,1164.0,0,1164,125000
1416,6,5,572.0,0,1096,79000
1417,5,6,616.0,0,1111,95000
1418,7,5,1475.0,1,2329,262280
1419,6,5,1077.0,1,2814,260000
1420,7,5,1602.0,1,1626,226500
1421,7,5,812.0,1,2200,225000
1422,7,5,672.0,1,2037,229000
1423,7,5,628.0,1,1356,177439
1424,8,5,1615.0,1,1615,248500
1425,9,5,2271.0,1,2276,475000
1426,9,5,1751.0,1,1766,395039
1427,7,5,1080.0,1,2097,228000
1428,8,5,1401.0,1,1511,225000
1429,6,6,1182.0,1,1643,195000
1430,6,5,616.0,1,1688,200000
1431,5,7,990.0,1,990,155000
1432,5,6,1099.0,1,1099,144000
1433,5,5,990.0,1,990,145000
1434,7,5,1418.0,1,1418,226001
1435,6,5,864.0,1,1771,215700
1436,7,5,782.0,1,1652,207500
1437,7,5,873.0,1,1790,193000
1438,7,5,880.0,1,1724,188000
1439,7,5,1468.0,1,1479,191000
1440,7,5,1494.0,1,1494,221000
1441,7,5,963.0,1,1792,231500
1442,7,5,928.0,1,1823,235000
1443,7,5,920.0,1,1786,223500
1444,5,6,938.0,1,938,130250
1445,5,8,985.0,1,985,149900
1446,5,6,864.0,1,1174,158000
1447,6,6,940.0,1,1026,147000
1448,5,6,1076.0,1,1076,143195
1449,5,6,864.0,1,1558,163000
1450,5,6,924.0,1,924,110000
1451,5,7,864.0,1,864,127000
1452,5,7,780.0,1,780,124900
1453,8,5,1777.0,1,1795,230000
1454,8,5,1128.0,1,2031,237000
1455,7,5,992.0,1,1865,235000
1456,7,5,1257.0,1,2161,230500
1457,8,5,1004.0,1,1852,230000
1458,7,5,1153.0,1,2031,222500
1459,8,5,1055.0,1,2263,287000
1460,9,5,1357.0,1,1947,274000
1461,8,5,1778.0,1,1786,300000
1462,8,5,1128.0,1,2290,255900
1463,7,5,884.0,1,1768,224900
1464,7,5,1129.0,1,2327,240000
1465,7,5,798.0,1,1640,183000
1466,8,5,850.0,1,1764,207000
1467,7,5,915.0,1,1908,210000
1468,6,5,848.0,1,848,136500
1469,6,5,848.0,1,848,145000
1470,6,5,1478.0,1,1493,208900
1471,6,5,1838.0,1,1838,185000
1472,7,5,1536.0,1,1536,214000
1473,7,5,856.0,1,1710,208500
1474,7,5,1445.0,1,1445,186500
1475,7,5,1436.0,1,1436,210000
1476,7,5,770.0,1,1582,185900
1477,8,5,1234.0,1,1234,179900
1478,7,6,1564.0,1,1564,218836
1479,7,5,1351.0,1,1361,193000
1480,7,5,728.0,1,1456,189000
1481,6,5,848.0,1,848,149300
1482,6,5,848.0,1,848,141000
1483,6,5,848.0,1,848,149000
1484,6,5,848.0,1,848,144500
1485,5,7,796.0,1,796,85000
1486,5,7,1272.0,1,2200,145900
1487,5,5,1092.0,1,1092,123000
1488,5,6,1256.0,1,1256,147500
1489,5,5,456.0,1,1033,165000
1490,6,6,1127.0,1,1127,135000
1491,5,6,996.0,1,996,108000
